KeyName,KeyLastWriteTimestamp,Date,Class,Directory,DriverInBox,Hwids,Inf,Provider,SubmissionId,SYSFILE,Version
ipf_acpi.inf_amd64_4c3f63d0ffe9d9b8,2024-06-25 07:25:35,2023-06-26 00:00:00,system,c:\windows\system32\driverstore\filerepository\ipf_acpi.inf_amd64_4c3f63d0ffe9d9b8,False,"acpi\intc1067,acpi\intc1041,acpi\intc1046,acpi\intc1048,acpi\intc1049,acpi\intc1060,acpi\intc1061,acpi\intc1042,acpi\intc1062,acpi\intc1063,acpi\intc1064,acpi\intc1065,acpi\intc1066,acpi\intc10a0,acpi\intc10a1,acpi\intc10a2,acpi\intc10a3,acpi\intc10a4,acpi\intc10a5",oem60.inf,Intel,29989500_14617493872947174_1152921505696464420,ipf_acpi.sys,1.0.11400.36477
ipf_cpu.inf_amd64_ac13c23bf8b4219a,2024-06-25 07:25:46,2023-06-26 00:00:00,system,c:\windows\system32\driverstore\filerepository\ipf_cpu.inf_amd64_ac13c23bf8b4219a,False,"pci\ven_8086&dev_461d,pci\ven_8086&dev_3258,pci\ven_8086&dev_a71d,pci\ven_8086&dev_7d03,pci\ven_8086&dev_ad03,pci\ven_8086&dev_461d,pci\ven_8086&dev_3258,pci\ven_8086&dev_a71d,pci\ven_8086&dev_7d03,pci\ven_8086&dev_ad03",oem61.inf,Intel,29989500_14617493872947174_1152921505696464420,"ipf_cpu.sys,ipf_lf.sys",1.0.11400.36477
lenovofnandfunctionkeys.inf_amd64_84a69c204377c97e,2024-06-25 07:25:35,2023-09-22 00:00:00,system,c:\windows\system32\driverstore\filerepository\lenovofnandfunctionkeys.inf_amd64_84a69c204377c97e,False,acpi\lhk2019,oem64.inf,Lenovo,29997810_14611166738878978_1152921505696819505,,2.0.9.33
mewmiprov.inf_amd64_ab7d4ea1d12c01d4,2024-06-25 07:25:45,2023-09-20 00:00:00,softwarecomponent,c:\windows\system32\driverstore\filerepository\mewmiprov.inf_amd64_ab7d4ea1d12c01d4,False,swc\06657a6d-fe0f-4c90-8dda-a1501c74ce4b,oem34.inf,Intel,29989500_13948651028410189_1152921505696798960,,2338.5.1.0
nahimicbtlink.inf_amd64_dfa37741800fe52a,2024-06-25 07:25:46,2022-08-18 00:00:00,media,c:\windows\system32\driverstore\filerepository\nahimicbtlink.inf_amd64_dfa37741800fe52a,False,root\nahimicbtlink,oem54.inf,Nahimic,30097070_13582562985304833_1152921505695182796,nahimicbtlink.sys,2.0.2.0
nahimicxvad.inf_amd64_ba3b08b0f165cde5,2024-06-25 07:25:45,2022-08-18 00:00:00,media,c:\windows\system32\driverstore\filerepository\nahimicxvad.inf_amd64_ba3b08b0f165cde5,False,root\nahimicxvad,oem55.inf,Nahimic,30097070_14514332126080951_1152921505695182797,nahimicxvad.sys,1.1.2.0
nahimic_mirroring.inf_amd64_33aa7f28adc39d13,2024-06-25 07:25:46,2022-08-18 00:00:00,media,c:\windows\system32\driverstore\filerepository\nahimic_mirroring.inf_amd64_33aa7f28adc39d13,False,root\nahimic_mirroring,oem53.inf,Nahimic,30097070_14096576618044150_1152921505695181915,nahimic_mirroring.sys,2.0.3.0
netadapter.inf_amd64_1b7e5f451712307a,2024-06-30 15:47:42,2023-02-11 00:00:00,net,c:\windows\system32\driverstore\filerepository\netadapter.inf_amd64_1b7e5f451712307a,False,"*vmnetadapter0,*vmnetadapter1,*vmnetadapter2,*vmnetadapter3,*vmnetadapter4,*vmnetadapter5,*vmnetadapter6,*vmnetadapter7,*vmnetadapter8,*vmnetadapter9,*vmnetadapter10,*vmnetadapter11,*vmnetadapter12,*vmnetadapter13,*vmnetadapter14,*vmnetadapter15,*vmnetadapter16,*vmnetadapter17,*vmnetadapter18,*vmnetadapter19",oem74.inf,"VMware, Inc.",30099670_14429037008769668_1152921505696137987,"vmnet.sys,vmnetadapter.sys",14.0.0.8
netrtwlane601.inf_amd64_4428e6878f28ab12,2024-06-25 07:25:46,2023-10-30 00:00:00,net,c:\windows\system32\driverstore\filerepository\netrtwlane601.inf_amd64_4428e6878f28ab12,False,"pci\ven_10ec&dev_b852&subsys_b85210ec,pci\ven_10ec&dev_b852&subsys_88e3103c,pci\ven_10ec&dev_b85b&subsys_88e6103c,pci\ven_10ec&dev_b852&subsys_54711a3b,pci\ven_10ec&dev_b852&subsys_b81111ad,pci\ven_10ec&dev_b852&subsys_54701a3b,pci\ven_10ec&dev_b852&subsys_54801a3b,pci\ven_10ec&dev_b852&subsys_54721a3b,pci\ven_10ec&dev_b852&subsys_b88510ec,pci\ven_10ec&dev_b852&subsys_b88610ec,pci\ven_10ec&dev_b852&subsys_b88710ec,pci\ven_10ec&dev_b85b&subsys_b88110ec,pci\ven_10ec&dev_b852&subsys_24781057,pci\ven_10ec&dev_b852&subsys_c8261d3e,pci\ven_10ec&dev_b852&subsys_b05210ec,pci\ven_10ec&dev_b852&subsys_b15210ec,pci\ven_10ec&dev_b852&subsys_00ab1e26,pci\ven_10ec&dev_b852&subsys_b25210ec,pci\ven_10ec&dev_b852&subsys_485317aa",oem59.inf,Realtek Semiconductor Corp.,29989850_14065963579610752_1152921505696959686,rtwlane601.sys,6001.15.123.312
nvhda.inf_amd64_d3e6b4e4a8e37d92,2024-06-25 07:25:35,2023-01-19 00:00:00,media,c:\windows\system32\driverstore\filerepository\nvhda.inf_amd64_d3e6b4e4a8e37d92,False,"hdaudio\func_01&ven_10de&dev_0071&subsys_14140020,hdaudio\func_01&ven_10de&dev_0072&subsys_14140020,hdaudio\func_01&ven_10de&dev_007d&subsys_14140020,hdaudio\func_01&ven_10de&dev_0080&subsys_14140020,hdaudio\func_01&ven_10de&dev_0081&subsys_14140020,hdaudio\func_01&ven_10de&dev_0082&subsys_14140020,hdaudio\func_01&ven_10de&dev_0083&subsys_14140020,hdaudio\func_01&ven_10de&dev_0084&subsys_14140020,hdaudio\func_01&ven_10de&dev_0010&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0011&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0012&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0014&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0015&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0016&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0018&subsys_10de0101,hdaudio\func_01&ven_10de&dev_001c&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0040&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0041&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0042&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0044&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0051&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0060&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0070&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0071&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0072&subsys_10de0101,hdaudio\func_01&ven_10de&dev_007d&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0080&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0081&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0082&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0083&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0084&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0090&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0091&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0092&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0093&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0094&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0095&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0097&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0099&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009a&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009c&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009d&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009e&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009f&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a0&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a2&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a3&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a4&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a5&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a6&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a7&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0010,hdaudio\func_01&ven_10de&dev_0011,hdaudio\func_01&ven_10de&dev_0012,hdaudio\func_01&ven_10de&dev_0014,hdaudio\func_01&ven_10de&dev_0015,hdaudio\func_01&ven_10de&dev_0016,hdaudio\func_01&ven_10de&dev_0018,hdaudio\func_01&ven_10de&dev_001c,hdaudio\func_01&ven_10de&dev_0040,hdaudio\func_01&ven_10de&dev_0041,hdaudio\func_01&ven_10de&dev_0042,hdaudio\func_01&ven_10de&dev_0044,hdaudio\func_01&ven_10de&dev_0051,hdaudio\func_01&ven_10de&dev_0060,hdaudio\func_01&ven_10de&dev_0070,hdaudio\func_01&ven_10de&dev_0071,hdaudio\func_01&ven_10de&dev_0072,hdaudio\func_01&ven_10de&dev_007d,hdaudio\func_01&ven_10de&dev_0080,hdaudio\func_01&ven_10de&dev_0081,hdaudio\func_01&ven_10de&dev_0082,hdaudio\func_01&ven_10de&dev_0083,hdaudio\func_01&ven_10de&dev_0084,hdaudio\func_01&ven_10de&dev_0090,hdaudio\func_01&ven_10de&dev_0091,hdaudio\func_01&ven_10de&dev_0092,hdaudio\func_01&ven_10de&dev_0093,hdaudio\func_01&ven_10de&dev_0094,hdaudio\func_01&ven_10de&dev_0095,hdaudio\func_01&ven_10de&dev_0097,hdaudio\func_01&ven_10de&dev_0099,hdaudio\func_01&ven_10de&dev_009a,hdaudio\func_01&ven_10de&dev_009c,hdaudio\func_01&ven_10de&dev_009d,hdaudio\func_01&ven_10de&dev_009e,hdaudio\func_01&ven_10de&dev_009f,hdaudio\func_01&ven_10de&dev_00a0,hdaudio\func_01&ven_10de&dev_00a2,hdaudio\func_01&ven_10de&dev_00a3,hdaudio\func_01&ven_10de&dev_00a4,hdaudio\func_01&ven_10de&dev_00a5,hdaudio\func_01&ven_10de&dev_00a6,hdaudio\func_01&ven_10de&dev_00a7,hdaudio\func_01&ven_10de&dev_0071&subsys_14140020,hdaudio\func_01&ven_10de&dev_0072&subsys_14140020,hdaudio\func_01&ven_10de&dev_007d&subsys_14140020,hdaudio\func_01&ven_10de&dev_0080&subsys_14140020,hdaudio\func_01&ven_10de&dev_0081&subsys_14140020,hdaudio\func_01&ven_10de&dev_0082&subsys_14140020,hdaudio\func_01&ven_10de&dev_0083&subsys_14140020,hdaudio\func_01&ven_10de&dev_0084&subsys_14140020,hdaudio\func_01&ven_10de&dev_0010&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0011&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0012&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0014&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0015&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0016&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0018&subsys_10de0101,hdaudio\func_01&ven_10de&dev_001c&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0040&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0041&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0042&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0044&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0051&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0060&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0070&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0071&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0072&subsys_10de0101,hdaudio\func_01&ven_10de&dev_007d&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0080&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0081&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0082&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0083&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0084&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0090&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0091&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0092&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0093&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0094&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0095&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0097&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0099&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009a&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009c&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009d&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009e&subsys_10de0101,hdaudio\func_01&ven_10de&dev_009f&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a0&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a2&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a3&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a4&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a5&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a6&subsys_10de0101,hdaudio\func_01&ven_10de&dev_00a7&subsys_10de0101,hdaudio\func_01&ven_10de&dev_0010,hdaudio\func_01&ven_10de&dev_0011,hdaudio\func_01&ven_10de&dev_0012,hdaudio\func_01&ven_10de&dev_0014,hdaudio\func_01&ven_10de&dev_0015,hdaudio\func_01&ven_10de&dev_0016,hdaudio\func_01&ven_10de&dev_0018,hdaudio\func_01&ven_10de&dev_001c,hdaudio\func_01&ven_10de&dev_0040,hdaudio\func_01&ven_10de&dev_0041,hdaudio\func_01&ven_10de&dev_0042,hdaudio\func_01&ven_10de&dev_0044,hdaudio\func_01&ven_10de&dev_0051,hdaudio\func_01&ven_10de&dev_0060,hdaudio\func_01&ven_10de&dev_0070,hdaudio\func_01&ven_10de&dev_0071,hdaudio\func_01&ven_10de&dev_0072,hdaudio\func_01&ven_10de&dev_007d,hdaudio\func_01&ven_10de&dev_0080,hdaudio\func_01&ven_10de&dev_0081,hdaudio\func_01&ven_10de&dev_0082,hdaudio\func_01&ven_10de&dev_0083,hdaudio\func_01&ven_10de&dev_0084,hdaudio\func_01&ven_10de&dev_0090,hdaudio\func_01&ven_10de&dev_0091,hdaudio\func_01&ven_10de&dev_0092,hdaudio\func_01&ven_10de&dev_0093,hdaudio\func_01&ven_10de&dev_0094,hdaudio\func_01&ven_10de&dev_0095,hdaudio\func_01&ven_10de&dev_0097,hdaudio\func_01&ven_10de&dev_0099,hdaudio\func_01&ven_10de&dev_009a,hdaudio\func_01&ven_10de&dev_009c,hdaudio\func_01&ven_10de&dev_009d,hdaudio\func_01&ven_10de&dev_009e,hdaudio\func_01&ven_10de&dev_009f,hdaudio\func_01&ven_10de&dev_00a0,hdaudio\func_01&ven_10de&dev_00a2,hdaudio\func_01&ven_10de&dev_00a3,hdaudio\func_01&ven_10de&dev_00a4,hdaudio\func_01&ven_10de&dev_00a5,hdaudio\func_01&ven_10de&dev_00a6,hdaudio\func_01&ven_10de&dev_00a7",oem26.inf,NVIDIA Corporation,29989690_14101166398528033_1152921505695894626,nvhda64v.sys,1.3.40.14
